auc,gini,ks,brier,logloss,model,n_train,n_test,runtime_s,fold_idx,pass
0.7576190476190477,0.5152380952380955,0.45238095238095244,0.16768570282281606,0.5227550337414167,lgbm,900,100,0.02887579199159518,5,tuned
0.8554761904761904,0.7109523809523808,0.7047619047619048,0.1460496797986052,0.434951873661193,woe_logit,900,100,0.0655957080016378,6,tuned
0.8361904761904762,0.6723809523809523,0.5952380952380953,0.15118682855565294,0.4564401637957745,logit,900,100,0.00923441699706018,6,tuned
0.8561904761904762,0.7123809523809523,0.6714285714285715,0.1448198104127744,0.4403164892638505,tabpfn_v2,900,100,2.242847500019707,6,tuned
0.8500000000000001,0.7000000000000002,0.6714285714285715,0.1469447542402139,0.4420335253037381,tabicl,900,100,0.9608026670175605,6,tuned
0.8576190476190476,0.7152380952380952,0.680952380952381,0.1434697996371153,0.4390435309578099,tabdpt,900,100,0.6122431669791695,6,tuned
0.8485714285714286,0.6971428571428573,0.6428571428571429,0.15844327086471807,0.48130976370470735,xgb,900,100,0.033333083003526554,6,tuned
0.8142857142857143,0.6285714285714286,0.5571428571428572,0.1647510900318403,0.48488200299540707,lgbm,900,100,0.05592533299932256,6,tuned
0.812857142857143,0.6257142857142859,0.4857142857142857,0.1588603951741852,0.473287639395356,woe_logit,900,100,0.0611856670002453,7,tuned
0.8357142857142857,0.6714285714285715,0.5761904761904763,0.1465133759980189,0.45215236107632806,logit,900,100,0.00830837499233894,7,tuned
0.8633333333333333,0.7266666666666666,0.5714285714285714,0.1404823900852383,0.4303383602311973,tabpfn_v2,900,100,2.2441042499849573,7,tuned
0.8557142857142856,0.7114285714285713,0.5666666666666667,0.1425193147254145,0.4331820054158614,tabicl,900,100,0.9987812920007856,7,tuned
0.8828571428571428,0.7657142857142856,0.6380952380952382,0.1314820912961594,0.4015174779816667,tabdpt,900,100,0.6051871250092518,7,tuned
0.8247619047619048,0.6495238095238096,0.5285714285714287,0.1491364649202406,0.4535536065801413,xgb,900,100,0.09022700000787154,7,tuned
0.809047619047619,0.618095238095238,0.5142857142857143,0.16585482321019882,0.5186001633075683,lgbm,900,100,0.08204179201857187,7,tuned
0.7323809523809524,0.4647619047619047,0.4571428571428572,0.1883538691554841,0.5519904154719498,woe_logit,900,100,0.0684147500141989,8,tuned
0.7128571428571429,0.4257142857142857,0.3952380952380952,0.18776056106851832,0.5654624503965107,logit,900,100,0.007808374997694045,8,tuned
0.7219047619047619,0.4438095238095239,0.3809523809523809,0.181957440740739,0.5567666753202662,tabpfn_v2,900,100,2.254449583007954,8,tuned
0.7328571428571429,0.4657142857142857,0.3666666666666666,0.1794585589872621,0.548992050123148,tabicl,900,100,0.9882204580062536,8,tuned
0.7128571428571429,0.4257142857142857,0.3857142857142857,0.1845525804481955,0.5699374278959919,tabdpt,900,100,0.6965118749940302,8,tuned
0.7033333333333334,0.40666666666666673,0.44285714285714284,0.1848652473765463,0.5744803819771843,xgb,900,100,0.09310837500379421,8,tuned
0.699047619047619,0.39809523809523806,0.3952380952380952,0.1925951593777623,0.6286353392616104,lgbm,900,100,0.06163354200543836,8,tuned
0.735952380952381,0.471904761904762,0.4952380952380953,0.1814591297843638,0.5556065441827305,woe_logit,900,100,0.0654759169847238,9,tuned
0.7495238095238096,0.4990476190476192,0.5095238095238096,0.17415002504906,0.5304050995963917,logit,900,100,0.007506541005568579,9,tuned
0.7828571428571429,0.5657142857142858,0.5571428571428572,0.1695633715091798,0.5202499257312823,tabpfn_v2,900,100,2.2743461249920074,9,tuned
0.7823809523809525,0.564761904761905,0.5857142857142857,0.1665833655621078,0.521291257330772,tabicl,900,100,1.0075654999818653,9,tuned
0.7704761904761905,0.5409523809523811,0.4904761904761904,0.1678948814961915,0.520829817626125,tabdpt,900,100,0.6285952919861302,9,tuned
0.7442857142857143,0.48857142857142866,0.4476190476190476,0.17750538360081802,0.5406543191153061,xgb,900,100,0.018675084022106603,9,tuned
0.7552380952380953,0.5104761904761905,0.5238095238095238,0.17752421311273697,0.5614492612151323,lgbm,900,100,0.025286416988819838,9,tuned
